,이미지,설명,가격
200,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8c06/d505d7551d160eead70e9727d9c845ad7ce689bb010dd8b2bc421de3f5c3.jpg,"15.6인치 삼성전자 사무용 가정용 인강 온라인수업 웹캠 내장 SSD 장착 i5-2450M 4GB 120GB 윈10 중고 노트북(NT200B5B), ▷NT200B5B","258,000"
201,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1e71/97b5d9dad06ed4c19647acd84be4d6138b67202aa3650ab3af566a7217b6.jpg,"삼성 LG 삼보 등 사무용 노트북 중고노트북 리퍼, 4GB, HDD, 05-삼성 R510 R60 R70", (1)
202,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/328f/f282b0ac4d3eebded55a3fe439562839e77a5b32a55494930bf1a3b26203.jpg,"Lenovo Legion Y7000P Notebook 15.6 FHD Display Intel Core i7-8750H U, 상세내용참조, 상세내용참조, 상세내용참조","2,757,060"
203,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/05/20/15/7/4010accb-6116-4949-a265-ce3186abaeae.jpg,"HP Zbook 15 G6 노트북 9VL57AV (i7-9750H 39.6cm WIN10프로 T2000), 포함, NVMe 512G + HDD 1TB, 16GB","2,499,000"
204,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/88d4/91794678e05c1c851785c9b2d44e40ca6181471a20d4260171dc97d26c4a.jpg,"마이크로소프트 서피스 북 3 [15인치 Intel i7], 32GB, SSD 512GB, 포함","4,000,000"
205,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c397/67b96a57eb1857145c41e80cc966a9603ebf13ca58abc694c3714465e9fc.jpg,"삼성 NT451R4J i5-4210U 8G SSD128 지포스 820M Win10, 8GB, SSD 128GB, 포함", (1)
206,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/bbca/c537088486fdc0c1341eac3fada35ca1b6892824962f56aa5c30d8f13ee5.jpg,"HP HP Envy x360-15.6 FHD Touch - i7-8565U - 8GB - 512GB SSD - Silver, 상세내용참조, 상세내용참조, 상세내용참조","948,840"
207,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/02/05/15/1/8b19327b-e555-4e9e-9925-4b81eb6932dd.jpg,"레노버 ThinkPad E15 Black TP00117A (10세대 i5-10210U WIN10 Radeon RX 640 Graphics), 포함, SSD 256GB, 4GB","929,000"
208,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/02/15/9/5590961d-9236-4561-91ea-5dda3022c0ba.jpg,"삼성전자 NT-P480, 블랙, 02_P480(i5-520 / SSD 120G / 4G)", (1)
209,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/112924550662590-ad9a7114-d280-4228-a611-5bba0f4be09c.jpg,"한성컴퓨터 노트북 올데이롱 블랙 TFX255S (i5-10210U 39.62cm WIN미포함), 미포함, SSD 500GB, 8GB","773,200"
210,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cf5b/20836e396f14385c3abb96ed5ef3c85f35288a739b9885ef376d92035225.jpg,"삼성전자 삼성노트북 i7-4세대 8G SSD240G 15.6인치 WIN10, 8GB, SSD 240GB, 포함", (1)
211,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/04/14/11/6/ee6707e0-67aa-4615-8c60-ea5c6a03b463.jpg,"삼성전자 노트북5 NT550EBZ-AD3AH 퓨어 화이트 (i3-8130U 39.6cm), NVMe 256GB, 4GB, WIN10 Home","820,000"
212,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/869c/6d9abd260617193a9ec8fafb9c7b35a4608dac9932ee458123a7aa5a925e.jpg,"중고노트북 10만원대 삼성 LG HP 등, 단일색상, [B] 삼성센스Q35/Q45/Q46/P210","139,000"
213,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2576/8b3ab2f4b7c7e04fde842d17abdbabd2df33ca5caba24854ca460a32a863.jpg,"HP HP 15.6 HD Touchscreen Notebook Intel Quad-Core Pentium Silver N50, 상세내용참조, 상세내용참조, 상세내용참조","683,730"
214,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/01/17/9/3/985c01c0-c021-41c7-9d0e-efb3dfcd160e.jpg,"LG전자 그램 14 노트북 14ZD90N-VX30K 스노우 화이트 (i3-1005G1 35.5cm), NVMe 256GB, 8GB, Free DOS","1,049,600"
215,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8779/d045f07c60fde7f0b6933159597f00ec01f4493bb47f242bfae8a68a0002.jpg,"LG 그램15 2020 15ZD90N-VX5BK, 8GB, SSD 512GB, 미포함","1,546,000"
216,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/77f2/9368330abd09e3a05e59e923ef4364ecef5dbb92a3c94fe8042da226012c.jpg,"LG 그램17 2020 17ZD90N-VX50K, 16GB, SSD 1TB, 포함","1,859,000"
217,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3be7/f0c528125a11d5f1335835a9d0b1ba0b966d9af6512547997a813fbf660e.jpg,"LG 그램15 2020 15ZD90N-VX5BK, 16GB, SSD 512GB, 포함","1,699,000"
218,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6a9d/9b28927b13ec43b65321a140ca2861e929d61cf6d32bdf7d903c486c22dc.jpg,"레노버 아이디어패드 SLIM3-14IML 7DX i7 [색상선택 후 배송메세지에 작성], 8GB, SSD 256GB, 포함","966,000"
219,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/08/06/13/3/d238b985-98e3-4b3f-a19b-9b083fa73d2c.jpg,"LG전자 울트라PC 15UD50N (i7-10510U 39.6cm MX250) + 무선마우스 + 패드 + 노트북가방, 미포함, NVMe 256GB, 8GB","1,178,000"
220,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/38f6/95016f39ea5b781051830201476d60c6139e95e03ca04d3d986d47bd9c2c.jpg,삼성전자 아티브북 NT270E5E-X2WB [태흔IT닷컴], (1)
221,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cb8f/56ca54bfada768e5cf468bde8584a2bb950cdd89405266157a6803dd8633.jpg,"델 E5470, 8GB, SSD128G, WIN10", (1)
222,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/86b6/3c363307cacc6c80e37aba2c039dfc7467a880a67de9f9ad96691f6c8f05.jpg,"OMEN by HP 15 인치 게이밍 노트북 144Hz FHD IPS 디스플레이 Intel i7-8, 상세내용참조, 상세내용참조, 상세내용참조","2,157,480"
223,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/561b/8dc625d3dfeb5bce87d0ab6000a615c10c584ce15cf1225a1e2836e97d59.jpg,"LG전자 울트라 PC Z435-GE4BK [태흔IT닷컴], 4GB, SSD 120GB, window 10 64비트", (1)
224,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/84a3/c2f71cc52acecefe69048f445f961e574baae83d085db47d2561906f304d.jpg,"삼성전자 갤럭시북 플렉스 NT950QCG-X716, 옵션없음, 옵션없음, 옵션없음","2,705,560"
225,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/07/07/17/1/1e511a4f-3723-4de0-8d9b-d15947cd700c.jpg,"레노버 IdeaPad Slim3-14IML 노트북 ABYSS BLUE 81WA002FKR (i7-10510U 35.5cm WIN10 Home MX330), 포함, NVMe 256GB, 8GB","909,000"
226,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/06b2/3b08183c31d4b008162166592287960cecdbaeca09375062ddda1d5d3989.jpg,"MSI 게이밍 노트북 GE66 레이더 10SF WIN10 설치 084, 16GB, 512GB, 포함","2,861,000"
227,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/695c/26be5802000b09e8a2f7b05ba0a867cbc84257351e59552db942adbf0eff.jpg,"삼성 사무용노트북 슬림 삼성노트북 i5-4세대 8G SSD256G 13인치 WIN10, 8GB, SSD 256GB, 포함","529,000"
228,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7024/7d9a45c00871584e5d12d07ea161acce693f0e93fe5d1a43ad2f52fd5728.jpg,"HP ZBOOK 17 G2 코어i5 8G HDD1TB 지포스 Win10, 8GB, HDD 1TB, 포함", (1)
229,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9fc4/5af9728f68bbb772b897d3e3dceb09c7e432ecd8dc512e4b33d8d38c86ab.jpg,"Lenovo 레노버노트북 G50-45 [태흔IT닷컴], 4GB, SSD 128GB, window 10 64비트", (2)
230,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9238/e9cb095db4aeeeeebe2bef24a447a7a5cc9fc97214938529d6c7157a3468.jpg,"Apple 13in MacBook Air 2.2GHz Intel Core i7 듀얼 코어 프로세서 8GB R, 상세내용참조, 상세내용참조, 상세내용참조","1,530,480"
231,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9233/27ce64724be14e74a7fb19a7cb727b69eea0deb9fd5e4c0cb08c1a769492.jpg,"삼성 15.6인치 중고 노트북 사무용 인강용 2세대 i5 SSD기본탑재 NT200B5B i5-2450 4G SSD120G Win10, 8GB, 포함", (1)
232,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/65cc/6eab2764d7f33fbbd3838afd36af429bccd910f9eecbf1775e053d897696.jpg,"HP 6세대 코어i5 SSD장착 엘리트북 440-G3 노트북, 8GB, SSD 240G, 포함", (1)
233,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b8f4/ae1bc2b22e687da99a7e158d471d1770e466d4a5ce2d225eabb9d53b0b50.jpg,"레노버 씽크패드 T430 i5-3세대 신품SSD120G 정품W10 PC, 4GB, SSD 120G, 포함", (1)
234,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f48e/c08ee4b4df270f35ce56300e63cb7681625997468ae1362f1bd5d82915fa.jpg,"Dell Dell Inspiron i5547-15001sLV 15.6-Inch Touchscreen Laptop Discont, 상세내용참조, 상세내용참조, 상세내용참조","637,320"
235,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3cd7/a15649dc03ff6ad25b6e236565f52499084d6ac2b9a9d58e6377a3f079a3.jpg,"(Tyan TAKO KST212 2U (S5532GR76-H310R6 / E5-1220v3 / 4G / 120GB SSD / 44T), 단일 색상, 단일 모델명/품번","13,916,470"
236,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d95d/baf65bacd8aa819d245398eea038d1b36caa3d8f162f7196ffc552144502.jpg,"[멸치쇼핑]e.다용도DIY용3P코어 아답타배선(연선타입 RVV3x0.3, 상세페이지 참조, 해당상품",630
237,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/09/17/11/3/f455b76d-09b2-43fa-b3e0-b7e142ac4972.jpg,"레노버 노트북 Thinkpad P53-2800 20QNSO2800 (9세대 i5-9400H 39.62cm WIN10Pro 8GB 256GB SSD Nvidia Quadro T1000 4GB), Black","2,079,000"
238,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/11/21/17/9/276a3a32-6a53-43e0-b43f-d2890eaddf39.jpg,"HP 노트북 15s-fq1003TU (i3-1005G1 39.6cm RAM 4GB SSD 128GB FHD IPS), 스노우 화이트","419,900"
239,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d21a/ac00a3554c58df94fce0352a5cbd85e97bc3998441b4d2f53114e4e35b6b.jpg,"클라우드CS 삼성 노트북 5 NT550XCR-AD3A WIN미포함, 4GB, SSD256GB, 미포함","714,000"
240,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5dc9/ca78a17a1cb4338c2749b22e74ae2a0a241585edbbd7e9dbccbc3b8e6e61.jpg,"미사용리퍼 마이크로소프트 서피스 북2 i5-7300 13.5 FHD+, 단일상품, 단일상품", (1)
241,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/01/06/14/4/d64c19d6-824f-44d8-9a2f-32139c0e05a4.jpg,"삼성 LG HP 레노버 중고 노트북, 기본, 선택02-삼성센스Q45/Q35", (1)
242,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5452/9500f8af64141409bb4023c41fe9f9787140a292647bde8fa6dd81b276d3.jpg,"중고 HP 840G2 14"" SSD256 RAM8GB WINDOWS10, 8GB, SSD256GB, 포함","379,000"
243,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/da4e/66e9bc8397e05b8ea0ead2f122cba39ca427362e5f5f2d5bbf8a1a3ea507.JPG,"그램 15Z995-VR50K, 16GB, SSD 256GB, 포함","1,678,000"
244,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3322/11f8c0802a4d2abea8889163cdad1cc06e30a46e2b084804b434c0ec353f.jpg,"갤럭시북 이온 NT950XCJ-K58, 8GB, NVMe SSD 256GB, 포함","1,799,000"
245,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/af26/9ecaddff61684f42bd24842c4619c679db4604a8b0ccd48784ed0c98673a.jpg,"LG전자 2020 그램 13ZD990-VX50K 13인치 노트북, 옵션없음, 옵션없음, 옵션없음","1,317,050"
246,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2801/ad8bf1e349c2fed16852866636e632a0cf0c48c7261002a949d675d556a4.jpg,"애플 맥북프로 13형 레티나 2017년형 (MPXR2KH/A), 단일상품, 단일상품, 단일상품","2,119,290"
247,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2017/12/12/16/2/48534e47-ef86-4ad5-927d-3e71443b2e9e.jpg,"델 래티튜드 노트북 E5540, 블랙, i5 4200U 1.7GB/ SSD120G/ 4G/ 15.6인치/ 윈7", (1)
248,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/07/27/13/8/e833975c-d7af-4556-b1c9-d4234d2e2ca5.jpg,"에이수스 제피러스 G 게이밍 노트북 GA502IV-AZ001 (라이젠7-4800HS 39.6cm RTX 2060), 미포함, NVMe 1TB, 16GB","1,599,000"
249,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6458/d71a7bd9509525aed0a72cd8f5a1bb82e5a71081b7a8fcfc12d6f705f3d9.jpg,"Lenovo 2019 Lenovo Flex 14 2-in-1 Laptop Computer 14 FHD Touchscreen, 상세내용참조, 상세내용참조, 상세내용참조","785,040"
250,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7e24/0caa7f9b9e3d9496773c5b71dafee1a2b839550b17b7f2044145cafecb86.jpg,"ROG G752VS-BA376T (i7-7700HQ/32GB/1TB:HDD/GTX1070/Win10) + 32GB 메모리 추가 + 512GB SSD 교체 업그레이드, 해당없음, ASUS","3,878,650"
251,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3d71/e03c69fe95909b420393c9fadef860037b92c92c6c585a671c2af6378775.jpg,"삼성 LG DELL HP 중고노트북, 단일색상, 레노버EDGE", (1)
252,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/07/28/10/1/5370e275-a0e2-4c8b-b363-a25f4b970ec8.jpg,"레노버 노트북 V15-JKR (R3-3250U 39.6cm), 미포함, NVMe 128GB, 4GB","331,190"
253,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/89a8/56a69c7aecdfc135c713c686a0a85c59d43df01e05841f3dda999bee8022.jpg,"삼성 게이밍노트북 코어i5 SSD탑재 NT200B5B 블랙, 8GB, SSD128G, 윈도우10","359,000"
254,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c8c1/d3a35b4e0190d5055c9aaca14e76db8ec03f0d4a8fc82914a4fe5e0cbf5c.jpg,"삼성 갤럭시북 이온 NT930XCR-A58A, 8GB, SSD 1TB, 미포함","1,549,000"
255,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0166/cb5ac8a520ee951c59c942bb40440b0ecf78dd7e76d6cf470326f55c6e53.jpg,"컴동산 삼성노트북, 8GB, SSD 500GB, 포함","800,000"
256,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7c9e/b11a5ed97ffe873b30d15a482db0ccd2153d3b0c8c1e0fed0b98dfad3a07.jpg,"HP HP노트북 i5-5세대 8G SSD256G 15.6인치 WIN10, SSD 256GB, 8GB, 포함","419,000"
257,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b448/90506e53588612ed87174fbf70f29dcf163bb5e594c0f561408e8e171cd6.jpg,"Dell Inspiron i3452-3400blk 14-inch Laptop (Intel Celeron N3050 2GB D, 상세내용참조, 상세내용참조, 상세내용참조","453,050"
258,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0ab1/42e955a29cd38df227e05bf37f0a3fd19b76be74b8d23660f73948c02577.jpg,"중고 HP 850G2 15인치 FULLHD SSD256GB RAM8GB, 8GB, SSD 256GB, 포함","399,000"
259,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/78f8/6919e0694e74b1a5ae3c272be1508912cee31cac2c83bfc130a97da36b19.jpg,"ASUS 비보북 D509DA-BQ003 (그레이), 8GB, NVMe 256GB, 미포함","609,000"
260,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/11/08/18/7/85d25a8f-98c7-4376-ba95-33d05b2f5c50.jpg,"이그닉 바이북 14 전용 키스킨, 블랙","10,400"
261,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6962/522ae2541b3cfc22f474428321e63f984ae0c99b0839d36d1993bab9ed53.jpg,"노트북 Lenovo/구세주 Y7000P I7i5Y7000 2019스타일 1660TI게임 권, 1MB, C03-공식모델, T24-업그레이드 32G메모리 와가 하드디스크 추가","1,762,300"
262,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/20d1/920f2a36163c7148c37c19f7f5e42f276f8ab01400b685aa9933f7785f74.jpg,"레노버 ThinkPad L410 가성비 중고노트북, 4GB, SSD120GB, WIN7, 없음, t4400/4/S120/IT","160,000"
263,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/fd96/7970715ccd9ed89df45b165ed9cc671300ec6ef5c6a06cf1c033c6f9b3c4.jpg,"AWOW Mele NV41S Fanless PC Stick Windows 10 Pro Compute Stick Intel Ce, 상세내용참조, 상세내용참조, 상세내용참조","369,050"
264,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3e1a/6349d3cc97ca19e40eb6806b243d8519046ffbabee1ec2052d463813a48f.jpg,"LG 그램 14Z950 5세대 i5 14인치 윈도우10, 8GB, SSD256GB, 포함","649,000"
265,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/06/18/12/3/1e5303cd-147e-4d1f-aeeb-40165efd5cd7.jpg,"한성컴퓨터 노트북 TFG276STW (i7-9750H 43.94cm GTX1660Ti 6GB), 256GB, 8GB, WIN10 Home","1,579,000"
266,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/07/28/16/4/0ef98293-f046-443f-ac9d-44dfd6f109bb.jpg,"에이수스 비보북 15 투명 실버 R564DA-BQ935 (라이젠7-3700U 39.6cm RX VEGA 10), 미포함, NVMe 512GB, 8GB","649,000"
267,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4784/64c014e52508d352650cc5cb09404afa37ea15f70132d54efdd83108a260.jpg,"무선마우스 자동차 마우스 쿠페 레이싱카 페라리 개성, 1MB, C01-공식모델, T01-블랙색","18,500"
268,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a5d4/0d95bdd79b498eb8e6bd120536cfba65bb89497fb66e2e4bbc90e60c3b2d.jpg,"삼성전자 NT550EBV-AD5BA 노트북 다크그레이, 4GB, / SSD:256GB, 리눅스","874,680"
269,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4441/95bfdd70fa03247c12770dc4b2143fabb07adccf358e2cb7a8aea7d21add.jpg,"ASUS G732LXS-HG066T, 32GB, 1TB, 포함","3,699,000"
270,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d159/7cd82c7897b1e0c2e542e67faf39ffc37c5edd2d8b43cc632ebc7df1acef.jpg,"삼성 NT911S3K I5-5200/8G/SSD128G/HD5500/15.6/WIN10, 단일상품, 단일상품, 단일상품", (1)
271,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/381b/7608fa4937e62158f5581f5544f60839dcf39fa39ab9003863369bb36e12.jpg,"dell xps 13 9380, ssd 512gb, 16GB, 포함", (1)
272,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/223f/9b3bcc10a306d0d7e0abbd80d0509cf9e370a0002127d7fe5f1014d5b455.jpg,"Dell Dell G5 Gaming Notebook Computer 15.6 Intel Core i7-8750H Nvidi, 상세내용참조, 상세내용참조, 상세내용참조","1,058,270"
273,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7b1b/4d7b4792c548df1839f273c2c985cec834e6aa3313ae7a6bb7d614466e38.jpg,"HP 파빌리온 15-CS3041TU-WIN10_SSD128G_HDD1TB_램8_WIN10pro_HH, 8GB, SSD256GB+HDD1TB, 정품 윈도우 10 프로(신품개봉후설치)","929,000"
274,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/969e/67d3d22fcc1be99b2db82dbd8160ff6348a706bafa041dbdde774cf5d497.jpg,"[고급팩]삼성노트북 플렉스 알파 NT750QCJ-KC58, 단품, 단품, 단품","1,735,200"
275,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3b21/59cc8e32065b029c71645fa9dc1b247c9d7f07354fd1ad5d11b8a8cdb03c.jpg,"[기본팩]삼성노트북 플렉스 알파 NT730QCJ-KC38, 단품, 단품, 단품","1,749,000"
276,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e335/16cbcb683a31eac4cee806b098f81113f0cd07d312da66fa703f09a1a078.jpg,"Lenovo ThinkPad L590 15.6 FHD Laptop i5-8265U 8GB 256GB SSD 20Q70001US, 상세내용참조, 상세내용참조, 상세내용참조","1,584,000"
277,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8241/c55cb3796360fac5753076f9cbf59dc3d39f35960c2be912a8487b8361d1.png,"LG 그램 노트북 14T990-U.AAS8U1, 16GB, SSD 512GB, win 10 홈", (1)
278,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/008e/7cb14cb97b6d603e4db0c1be10fb093699f5bd9003ef67ce7533ebe8241d.jpg,"노트북 S4100U S4000U S4200V/S4200U/S4000V/S5100U 케이스 시트지 S300C/S400C14inch15.6inch컴퓨터 컬러풀 스티커, 1MB, 기본, T20-TTS-160","15,600"
279,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/56f1/1acc3accd80b97d04fe5c64f60db1271f70274dca7babd4d938b6dce9db0.jpg,"삼성 NT371B5L 6세대 i7 8G SSD+HDD 지포스920MX Win10, 8GB, SSD 128+500GB, 포함", (1)
280,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/771e/523a26555674d5c0f74f0271d617ccca4f26c8e73c3853a28d107ba49281.png,"삼성 노트북, SSD 120GB, 8GB, 미포함","450,000"
281,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d664/198251ad8fd79769f27a7713a72719ec5c43556820d841f5193442f36296.jpg,"LG A505 i5-560M 4G SSD120G WIN10, 4GB, SSD 120G, 포함", (1)
282,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/06/26/14/9/48a5cad2-ecc8-4929-87c8-b23e3704c9cb.jpg,"삼성전자 갤럭시북 플렉스 알파 노트북 머큐리 그레이 NT730QCR-A516A (i5-10210U 33.7cm), 미포함, NVMe 512GB, 16GB","1,652,000"
283,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d96c/f9405382d5eaf012a1ba6a97217edd6bff162512464cda79d917cbe8b5d7.jpg,"삼성 코어i5 6세대 게이밍 삼성노트북3 NT371B5L 윈도10탑재, 8GB, SSD 240G, 포함", (1)
284,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7fd5/0cb61d9f27dee9bfa7af1ef802f361ebbb205a66c5077587a75db9963fe7.jpg,"Dell Dell Inspiron 15 5000 Series 15.6-Inch Laptop (Intel Core i7 5500, 상세내용참조, 상세내용참조, 상세내용참조","1,357,830"
285,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/07/09/14/6/51a8af50-cc8b-42fa-886e-5a9e8fccdf29.jpg,"LG전자 2020 그램 13 노트북 스노우 화이트 ZD990-VX50K (i5-8265U 33.7cm), 미포함, SSD 256GB, 8GB","1,089,700"
286,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/fc76/c13871d147e5103d70e81c6a5e0de484a598cc2812ae3c649e5bdef8599b.jpg,"HP EliteBook 840 G3 6세대 i5 8GB SSD256G Full HD Win10 14인치 노트북, 실버, 840 G3 (6세대i5/8G/SSD256G/Win10)", (1)
287,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/02/13/17/3/8dddb44b-a9c1-4a15-a39a-aa462e982398.jpg,"삼성 LG HP 삼보 DELL 중고노트북 판매, 단일색상, TG삼보-TS502/509", (1)
288,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3f9f/aaf808ced9b9c77dfabd6e4978c6b1ee5db7181d4e63210ff2754c3bdb07.jpg,"LG전자 코어i7 LG그램 15 울트라PC 15Z950 선착순 윈도우10 무료 업그레이드, 8GB, SSD 128GB, 포함","798,000"
289,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6821/3f5c6e9464ea2c76d2a4dc1ddcb67260582ac7027f40c06bf95b23c97c2e.jpg,"트루커버 MACBOOK 맥북 전기종 크리스탈 하드케이스, 크리스탈 하드케이스 (MBCST), 프로13인치(A1278)","8,900"
290,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/06/19/18/7/7f763804-873e-4658-9b65-8f559af37c75.jpg,"레노버 Flex 5 노트북 14ARE R7 W10 (라이젠7-4700U 35.5cm WIN10 Home Radeon Graphics), 포함, NVMe 256GB, 8GB","999,000"
