,이미지,설명,가격
476,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/12/24/13/2/e57ce722-d425-4865-8c29-03d62292db88.jpg,"한성컴퓨터 노트북 TFG2577 ALLIN (i7-8750H 35.62cm RTX2070), 미포함, SSD 500GB, 16GB","1,466,700"
477,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3681/03cae4ff661231f8afc96a157803bbc2ba4eb41c084c836e37b7cad1fa42.jpg,"LG전자 14ZD90N-VX50K, 8GB, SSD256, 미포함","1,409,000"
478,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/58e3/fcb417802c3be706c6b5a568b7ee351a97d02b3c64384e4ef0faba18d851.jpg,"Lenovo 2019 Lenovo Legion Y7000 15.6 FHD Gaming Laptop Computer 8th G, 상세내용참조, 상세내용참조, 상세내용참조","1,507,670"
479,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2343/a39b798c6992c99b544ae5d568bab2adeac8e3c099b0f040be180cdf63a0.jpg,"HP HP ENVY x360 2-in-1 15.6 FHD Touch - AMD Ryzen 5-8GB - Radeon RX Ve, 상세내용참조, 상세내용참조, 상세내용참조","1,007,340"
480,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5312/ef64a8d51c9d3b91b5ef5153ccab64c23dc1264d6ea4f519cc66c4d55aa7.jpg,"SAMSUNG Samsung 11.6 Chromebook with Intel N3060 up to 2.48GHz 4GB Me, 상세내용참조, 상세내용참조, 상세내용참조","376,500"
481,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2b05/db9b38d3744a6ef15857c4b44de2825f35c366a587c92332ec9dbe8bd4d1.jpg,"Dell Dell G3 2019 15.6 Full HD IPS Display Gaming Laptop with Backlit, 상세내용참조, 상세내용참조, 상세내용참조","1,238,030"
482,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9b44/d9b6ed79516dfc708f11c704d62011e35ca021b65dc25f4e619993896f6a.jpg,"[바보사랑] 뷰에스피 2017 LG그램 14Z970 ZD970 외부보호필름 (하판) 2매, 상세 설명 참조, 상세 설명 참조","6,000"
483,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7871/8e0a0d0876abec4bea83f00d79e7d9ed7ee70df15aa2e5e37b3d779b2da1.jpg,"Dell (I3583-3867BLK) Inspiron 15.6"" Touch-Screen Laptop Intel Core i3 8GB Memory 128GB SSD Black, SSD 128GB, 포함","790,000"
484,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/64dd/b8cde6e991cc79e86016d7ef04ebf096f2b44116249fd0d54c49159f7787.png,"엠피지오 13인치 노트북 mpgio zeus, 그레이색상이 합쳐진 메탈그레이, A361-1203000K","450,000"
485,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7456/105e0f53f32f297d6dc1f4d4b68a699af4a4313d7b2a38b9a7dddf218895.jpg,"(주연테크 주연테크 SSD-BTi87S250G (I7-8700 /8GB / 250GB(SSD) /Win10Home (기본제품 기본제품/주연테크, 단일 색상, 단일 모델명/품번","1,841,900"
486,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b03c/e2f50864722c9483fe7413a9d7d0426928bb9bebde9bd1bd92719c5d6f08.jpg,"삼성전자 노트북 NT371 i5(4210) 8G 128SSD+500HDD WIN10, 블랙", (1)
487,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ab1c/fbe096b74cf5ef26acfa008cc0abf327d5ec69049669dbde23a133eb7ec1.jpg,"[신세계TV쇼핑](리퍼)[삼성] 노트북 NT371B5L 선착순 SSD512G UP, 단일상품","655,030"
488,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/20e2/682f76cf69501e85cd87a9a5485d4461c1c1dd32d5a1be2c5b52e7a55cdb.jpg,"HP 15-DB1001AU-WIN10, 화이트, 15-DB1001AU","999,000"
489,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/be2f/8d7ad16a7bc81af2c3481a2553de0e53db192eea11b5c180cac85530d9b6.jpg,"ksw11378 스텔라 가죽 구두깔창, 본 상품 선택, 44(280~285mm)","14,090"
490,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8a46/100c03f7f32cf4cee43b162629b3f5eb74ec3e6539a4e7ba500617eaec42.jpg,"삼성 노트북 R510 15인치형 SSD 사무용 가성비, 블랙, 삼성 R510 C2D 4G 128 Win7", (1)
491,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7b98/530a2c539df27b1c667a53e59059519487d10527cc9b6b7f049ca98f26ef.jpg,"울트라PC 15U560, 블랙", (1)
492,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6d7f/232377d4dee338569e39e3c96addc24e3ccc6cfedd2c2e026777d1c645a9.jpg,"삼성전자 삼성아티브북 NT500R5N-X54M, 화이트색상", (1)
493,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/fbb9/f0c409ce2f912d59b8b8d7b53a87b3e3d17db86523ab48497fdc0973a73a.jpg,"HP ProBook 450 G1 15인치 I5 4세대 4G SSD 128G 특가노트북, 블랙, HP 450 G1 I5 4세대 4G SSD 128G", (1)
494,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8f9a/aed685150f95894ca51b36f1490f897f72cb08029c449acf672ed6d77402.jpg,"ksw78407 LG 그램 15Z980_GA3IK용 rw688 3종세트(AG), 단일상품, 단일옵션","37,400"
495,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e0de/f6fe3d76ee8cd2e8dc9081bc90e22b65c85db1df966d706a387b7d6f9330.jpg,"LG 울트라PC 그램 14Z960 A급 i5 8G SSD256G WIN7PRO, 단일상품, 단일상품", (1)
496,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/161b/c10d3844e48bd53a5106681454001ab4d7fa36b9f04aa324f948a91fd569.jpg,"삼성 LG DELL HP 중고노트북, 단일색상, 삼성센스 R20/R21/R410", (1)
497,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a14a/b11c17e4f1b6210aa3950e96d90fc2d9704e68e66789e2a735813a595db7.jpg,"삼성 공공기관 단기사용 노트북3 NT371B5L 4G+500G, 블랙", (1)
498,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/02/13/11/6/45d4f45b-448d-478c-beb0-b36a0d46d115.jpg,"LG 노트북 SSD 정품 윈도우 프리미엄 중고 엘지 S525 15인치형 I5 2세대, 블랙, LG S525 I5 2세대", (1)
499,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/466c/b245e7ea3194f25384c16268d7500410fec1972b523303654fb67582b386.jpg,"ksw36396 삼성전자 NT900X5V-GD5A용 노트북 가방, 본상품선택, 본 상품 선택","19,210"
500,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d6db/b29350a1a708b52c95708615539cf0eebc94d9a329e4b79640cd5e0d7671.jpg,"ASUS G703GX-XB76 ROG G703GX (2019) Gaming Laptop GeForce RTX 2080 17.3 FHD 144Hz G-SYNC Intel Core i7-9750H CPU, 단일색상","3,310,000"
501,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/970b/304d686e252f2c0f1386b93340c4e4973946b2e6bbb135938612cf2aee01.jpg,"VQR390628E.삼성 Odyssey NT800G5W-XD7S Plus 노트북 가방, 단일색상, 단일옵션","21,450"
502,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7be4/eba499e9c115f9f8fc6ad099dac2f593d4f0701aa9e4c049703b701c6e6a.jpg,"[바보사랑] LG그램 2in1 14T990 슬림소프트 종이질감 액정필름, 상세 설명 참조, 상세 설명 참조","11,400"
503,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/a920/4d82588a8361b4d2a75df0a6ae2e50e1941ee5c72e7698e47da720981dd7.jpg,"TG삼보 TG삼보-G7000, 단일색상, TG삼보드림프로-G7000", (1)
504,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f05d/019ed61ee5911533ba9f1e7cdde671a4f4f9d21c8da37618c8d743c3cc6b.jpg,"ASUS GL504GV-DS74 ROG Strix Hero II Gaming Laptop 15.6 144Hz IPS-Type Full HD GeForce RTX 2060 6GB i7-8750H 16GB DDR4 RAM, 단일색상","2,700,000"
505,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4c5b/acfadc11eaa3e11d390b044a4b471998b9f0c0291bfab5f7e788e42bc9f0.jpg,"Acer E5-576-392H 에이서 아스파이어 E Aspire 15 15.6 Full HD 8th Gen Intel Core i3-8130U 6GB RAM Memory 1TB, 단일색상","1,210,000"
506,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0a80/30f030687215996da84ae74c3e8f5de373427b1ef046a27b5b8b9821492d.jpg,"RAZER (RZ09-02386E92-R3U1) BLADE 15 Worlds Smallest 15.6 Gaming Laptop 144Hz Full HD Thin Bezel - 8th Gen Intel Core i7-8750H, 단일색상, RZ09-02386E92-R3U1","2,460,000"
507,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/03/23/12/4/536a0c6d-98f8-4453-800b-aedb8253ee09.jpg,"HP Probook 4530S, 실버, 03_HP 4530S (i5-2410 / SSD120G / 8G)", (1)
508,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/330d/0bcc44d309ce8854d3a13e0920ef5c41ef3f7de82e899d5794c36352cd81.JPG,"LG 노트북 15UD590-GX50K, 화이트, 15UD590-GX50K [16GB+SSD256GB+HDD 1TB+미포함]","1,017,000"
509,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2019/07/10/4437924745/28a72d01-168e-4268-928b-cb30632d2dcd.jpg,"레노버 노트북 아이디어패드 S530-13IWL 81J70091KR (i7-8565U 33.78cm), 512GB, 8GB, Free DOS, IDEAPAD S530-13IWL 81J70091KR, MINERAL GREY","719,100"
510,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c8be/4294d4be70e17f9e7c52899e2a72d6ad85ea94f1ce92fb1e6d5410cdf551.jpg,"[바보사랑] 맥북에어 2018 13형 고광택 액정보호필름, 상세 설명 참조, 상세 설명 참조","14,900"
511,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/12/28/15/6/e20c0c36-c75b-4f5f-af0c-d00e2cc0ed56.jpg,"삼성 중고 노트북 센스 P510 (신품 아답터), 선택상품, [추가상품] SSD 120GB교체","168,000"
512,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/12/28/15/0/d25e6e5b-f41a-4794-ac3e-6ee411615012.jpg,"삼성 중고 노트북 센스 R540 (신품 아답터), 선택상품, [추가상품] 메모리교체","184,000"
513,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/12/06/14/7/2bab5ba5-381a-4a0b-abdb-afb9de7b2fcc.jpg,"HP G5-R7 W10P-LTE (2700U/8GB/256GB/Win10Pro/실버), 단일상품","1,402,080"
514,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/10/26/11/4/ab73bf0f-1d2e-4293-bc60-666bc160d07a.jpg,"삼성 센스 NT200B5B i7 가성비 중고노트북, i7 2670QM/4/500/NV", (1)
515,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/09/11/9/1/5a68b289-82b2-4c04-9073-a4b38de211b5.jpg,"델 LATITUDE E7240 i7 가성비 중고노트북, i7 4600U/4/S128/IT", (1)
516,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/09/09/16/2/8b0f7e48-d660-4e03-a286-cc79f7975e6f.jpg,"삼성 LG DELL TG삼보 SONY 등 중고노트북, 단일색상, 델VOSTRO3500", (1)
517,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/08/16/11/0/242be9db-ce9a-429b-a3b2-31b6d1e4b83d.jpg,"HP PROBOOK 6450b i3 가성비 중고노트북, i3 350M/8G/S120/인텔HD", (1)
518,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/08/10/17/7/0febdb57-97b7-4bc8-82c7-b44328b448f7.jpg,"[LG전자/13U580-GR30K] 13형 노트북 울트라 13U580-GR30K, 단일, 13U580-GR30K","959,000"
519,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/06/27/13/2/128c2091-9667-4b2c-be9f-a176f396a1e6.jpg,"HP ELITEBOOK 8570w i7 가성비 중고노트북, i7 3720QM 2.60GHz/16G/500G, 메탈그레이", (1)
520,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/06/07/15/9/975f439c-475c-4837-8ff9-3f24da8f8d3d.jpg,"HP PROBOOK 4421s i5 가성비 중고노트북, i5 M520/8/S256/RD", (1)
521,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/06/07/14/5/302bb807-8848-4262-ae9a-dbd73d370e40.jpg,"델 VOSTRO 1320 가성비 중고노트북, T6670 2.20GHz/2G/160G/지포스9300M GS, 레드", (1)
522,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/02/11/10/4/8d07913b-aaf1-41a3-940c-bfce0e425798.jpg,"에이수스 노트북 ROG G731GW-H6163 (코어i7-9750H 43.9cm 240Hz WIN미포함GeForce RTX2070), 미포함, NVME 512GB, 16GB","2,425,800"
523,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2017/11/28/16/4/20b154d7-b9ea-45a7-bc98-0f25835b841b.jpg,"삼성 센스 P510 R510, 선택없음", (1)
524,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/19b9/afd34c5d85e9a0df828fd985605e7b03c4e0f560f6b8ecf46c42dab5e963.jpg,"삼성 게이밍노트북 코어i5 SSD탑재 NT200B5B 블랙, 8GB, SSD256G, 윈도우10","349,000"
525,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2dfc/57902a977d43f7455a6c72c966042ac2e63d8e61a2bea1f25c6854f48cc0.jpg,"LG전자 코어i5 LG그램 15 울트라PC 15Z960 선착순 윈도우10 무료 업그레이드, 8GB, SSD 256GB, 포함","798,000"
526,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2016/12/22/23/1/79077903-dcf4-4696-99bd-133f0235cdbf.jpg,"캠핑 매트 야외 카시오)계산기(JW-200TW-화이트-12자리), 선택, 단일상품","39,440"
527,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/702b/3d88b26fa1e4d0c798ef35064f9597899490c934165e7b67cb46d9555f96.jpg,"삼성 200B5C 3세대i5 램8G SSD256G 인텔그래픽 윈도우10 키스킨 증정, 8GB, SSD 256GB","299,000"
528,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/57ed/c6b8446c99f270f90505a280d371011ed44d5264870c130332ea50348756.png,"레노버 씽크패드 X260 6세대 i5탑재 온라인수업 강의 강력추천 윈도우10 무료업그레이드, 8GB, SSD 256GB, 윈도우10 Pro","399,000"
529,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/04/13/9/9/91b172d7-ac4d-46c2-82b6-963c48edc6e8.jpg,"레노버 노트북 IdeaPad Slim3-15IML PD 81WB00JAKR (Pantium Gold 6405U 39.624cm WIN미포함 UHD Graphics), 미포함, NVMe 128GB, 4GB","399,000"
530,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/07/27/15/8/ada4eb97-3783-4c93-a07e-574ba079a64f.jpg,"레노버 노트북 Iron Gray V14-ARE-82DQ0039KR (라이젠7-4700U 35.5cm), 미포함, NVMe 256GB, 8GB","639,000"
531,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/06/02/14/7/32f1c6fc-7ee8-448c-856b-e513a296c698.jpg,"MSI 게이밍 노트북 GS65 Stealth 9SD (i7-9750H 39.6cm WIN미포함 GTX 1660 Ti), 미포함, NVMe 512GB, 16GB","1,650,000"
532,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/05/27/15/6/1b84714f-c73c-4636-9459-5e170dd21184.jpg,"마이크로스프트 서피스고2 노트북 STQ-00009-G (Intel Pentium Gold 26.6cm WIN10 Home S HD Graphics615), 포함, SSD 128GB, 8GB","729,000"
533,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/product/image/vendoritem/2019/01/11/4212996027/6abcb9e5-1a7a-4c85-af69-f2f897c689d6.jpg,"한성컴퓨터 노트북 XH58 BossMonster Hero8700W (i7-8700 39.62cm GTX1050 4GB), 240GB, 8GB, WIN10 Home","1,169,000"
534,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/07/23/15/7/03006c0e-d0e8-4a59-af97-f66fe9360cc4.jpg,"LG전자 2019 울트라 PC 노트북 15UD490-GX76K (라이젠 R7-2700U 39.6cm), SSD 256GB, 8GB, Free DOS","726,000"
535,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c94e/cc46d98e659efdbf6ada05707ca7ec4dbee16d2ffb71830a1e8132c8f077.jpg,"LG LG노트북 i5-4세대 8G SSD256G 14인치 WIN10, 8GB, SSD 256GB, 포함","439,000"
536,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f402/61a69bb0ef9c23bbc1f9dd17d20cf1633db94b5b95634544a39b8ae19616.jpg,"[바보사랑] LG그램 15인치 2019 15Z990 15ZD990 무광 외부보호필름 세트, 상세 설명 참조, 상세 설명 참조, 상세 설명 참조","10,900"
537,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/10/24/15/8/39b4e143-5d39-4dc1-bec0-2668a7e2a29f.jpg,"HP 파빌리온 15-cs3014TX (i7-1065G7 39.62cm WIN미포함 DDR4 8G SSD256GB), 세라믹 화이트 + 내츄럴 실버","937,560"
538,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/12/17/17/0/272532ea-d3d7-474b-856d-cce2673cf8f1.jpg,"LG전자 2020 그램15 노트북 15Z90N-HA76K (i7-1065G7 39.6cm), NVMe 512GB, 8GB + 8GB, WIN10 Home","1,917,600"
539,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/11/12/16/1/ca48a472-9493-4712-9cb1-c85b441dc5f4.jpg,"델 INSPIRON 15 7591 2in1 노트북 D001I7591001KR (i5-10210U 39.6cm FHD 터치 디스플레이 Intel UHD Graphics DDR4 8GB SSD 256GB WIN10), 실버","1,186,830"
540,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/deac/05e4b22316209a2b6bf9bba3c91c2a7f1eb4f6b7042f738d5533a9e39e0e.jpg,"DELL 인스피론 15 5501 DN5501-UB01KR, 32GB, SSD 1TB, 포함","1,299,000"
541,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/8ec1/dcc781d3a24b00073ae8dbf3ef31e50db8ec3abee3580980a8089772fe33.jpg,"LG 2020 울트라PC 15UD40N-GX36K, 8GB, SSD 256GB, 포함","939,000"
542,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/76b4/1a255719b54d8efcc64536146da495f0a988208d6004762bb0c2f7d600ec.jpg,"Zeyuan ASUS Ux31 Ux31a Ux31e 용 프레임이없는 독일 교체 Keyobard 검정, 0GB, 상세페이지 참조, 상세페이지 참조","26,390"
543,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f3c0/121d9aca415bc126b779e96b42a12b8d833f2091894a169b0bad7a5b62e8.jpg,"Zeyuan MacBook A1502 A1398 용 교체 키보드 설치 나사, 0GB, 상세페이지 참조, 상세페이지 참조","5,980"
544,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5866/16b4f2b73a1359f40e944df059dbca31d982de42e30535c0fa5ac5e87c93.jpg,"Zeyuan MacBook 13 ""A1342 2009 2010 용 Magsafe DC 잭 전원 소켓 충전 포트, 0GB, 상세페이지 참조, 상세페이지 참조","15,370"
545,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/58fd/e1dfe0748e2f9146cd017317ea1081d0e248646874f912f6edccb5974ebb.jpg,"LG전자 2020 울트라PC 15U50N-KR56K 15인치 노트북, 옵션없음, 옵션없음, 옵션없음","1,236,360"
546,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/7674/064d179464703469329873d5a194fba43ae08af626df5414ddd7e8dae173.jpg,"LG전자 15UD50N-KX50K, 256GB, 8GB, 미포함","948,000"
547,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3a7b/ee42edc5e727b9f94068316646213a4130a23d337895d029cee24ef7e99b.jpg,"ASUS 2020 ROG Strix 15.6 인치 FHD 게임 노트북 (최대 4.1GHz의 9 세대 In, 상세내용참조, 상세내용참조, 상세내용참조","2,280,510"
548,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/caff/cb08411466e5c16cd3b902154b746d226b27a023296683472ea9e9a9d7e4.jpg,"노트북받침대쿨러 Aegirx냉간배열 지지대 방열 환풍기, 1MB, 기본, T01-120블랙색","24,900"
549,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/bbb0/eda55a10ef79214e067b410b151ee860dd7f2f7f4447b15065192c7b178d.jpg,"Zeyuan Pro Retina 13 ""15""A1706 A1707 키보드 용 키캡 키캡 키캡, 0GB, 상세페이지 참조, 상세페이지 참조","22,170"
550,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/949e/7f460aa62ad74df5a3498bceb2cf994eaf2e938429704f61d5efed1dd49c.jpg,"Zeyuan HP mini210-2000 210-2000 1103110-3500 SP 레이아웃의 키보드 교체, 0GB, 상세페이지 참조, 상세페이지 참조","16,710"
551,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/552c/80099a2778c6e31783d9e7636115486a954d5a6b2b497649a0a681d72acb.jpg,"EstgoSZ Mini PC EstgoSZ Mini Computer Stick Windows 10(64-bit) Intel, 상세내용참조, 상세내용참조, 상세내용참조","210,290"
552,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/6c93/cd987b7a049a3c132f2ae848f80fa5255b717c7241944e2e7a4a127fb1be.jpg,"노트북 유럽풍 데스크 가정용 화이트 책상 심플 원목 사무실테이블 노트 전원, 1MB, 기본, T07-869아이보리","104,700"
553,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/cd24/bd756b5574f9dba036a6b6a45bea7d2c54d58672d74af6386ef418327753.jpg,"노트북 ThinkPad T460S20F9-002YCD T460더블배터리 T440휴대용 손으로드는, 1MB, C01-표준 세트, T01-레드","527,700"
554,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/9bd8/e14366d03977df9c054316f90a471cec2fab87314ce4ba2c72d80ab72190.jpg,"ASUS Asus Vivobook Thin & Light 17.3 Inch Laptop Bundle with Woov Acce, 상세내용참조, 상세내용참조, 상세내용참조","1,039,890"
555,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ed4d/eb67662e20f647a7f8cc0510c0ecc323af90885059bc414993dcfca78ce0.jpg,"HP HP EliteDesk 705 G4 Mini Desktop Black (AMD Ryzen 5 PRO 2400GE 4-Co, 상세내용참조, 상세내용참조, 상세내용참조","1,148,150"
556,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/d2c7/da0dcb3358530e9645d41a3cf816ec0775d31f850891cfd04885033ad5fd.jpg,레노버 slim3-15ARE R5 윈10+총8G+SSD512GB교체 그레이칼라,"10,301,860"
557,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/205f/403f2be36a5a81316bde8e32e5b3f110bdf02ebc1479c8fc38c6ab4e410a.jpg,"HP Newest HP 14 HD WLED Backlit High Performance Business Laptop AMD, 상세내용참조, 상세내용참조, 상세내용참조","444,020"
558,//thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/59b3/fbd9ae04fc6cde075a546ad95b385826d1a438a4e7323876906dbdc42b3a.jpg,"ASUS Asus Vivobook Thin and Light 15.6 Inch Touchscreen 2-in-1 Laptop, 상세내용참조, 상세내용참조, 상세내용참조","1,156,550"
559,//thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/c3d2/c4166c454a8d395fa6a0a617ccf4f6d091bf7292375bbf43ab86fe6ab3a8.jpg,"FWT Lenovo B570 B575 B590 용 영어 키보드 (미국) 교체 예비 부품, 0GB, 상세페이지 참조, 상세페이지 참조","15,520"
560,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/0047/619df90aca339ea6bb11188fbf4ad7bf3197ceeb766c255e3c0547fe4566.jpg,"HP 14s-dk0015AX 다운로드 쿠폰할인 외장그래픽 한컴오피스 증정 전용키스킨 윈도우10프로 탑재, 16GB, Nvme SSD 512GB, 포함","829,000"
561,//thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/946b/c6f54caf3cee036ca207b07212439b35f9ac342c1f6bbc8384bf9cb1b7df.jpg,"LG 2020 울트라PC 15U50N-KA70K 15인치 노트북, 옵션없음, 옵션없음, 옵션없음","1,464,770"
562,//thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/602f/c7d9dfe7e20572c953b37ce49cf70eb1b04b8a9a660136391714d87ef46e.jpg,"삼성전자 시리즈9 NT900X4D i5 얇고 슬림한 중고노트북, 8GB, SSD 120GB, 윈도우10", (1)
563,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/b1fa/5e781088b33aafbd2d9e68fbae72ea06dfe0be099c119fc3a2342a9d2724.jpg,"ASUS ASUS VivoBook 17 17.3 FHD Laptop Computer Quad-Core AMD Ryzen 7, 상세내용참조, 상세내용참조, 상세내용참조","1,357,830"
564,//thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/15e8/c7811f34733371520844236b143b84b0396458e9160a13bb5ec445f991a1.jpg,"Lenovo Lenovo ThinkPad X1 Tablet 12 Full-HD+ IPS Touchscreen w/Active, 상세내용참조, 상세내용참조, 상세내용참조","1,508,820"
